Name	Latitude	Longitude	Category	Description
Barracks, Courthouse, Jail	35.38823	-94.42938	History	<a href='https://www.hmdb.org/m.asp?m=59026' target='_blank'>Visit the website</a> for more info.
Belle Point	35.38823	-94.43125	History	<a href='https://www.hmdb.org/m.asp?m=77874' target='_blank'>Visit the website</a> for more info.
Confederates Occupy The Fort	35.38823	-94.43004	History	<a href='https://www.hmdb.org/m.asp?m=59024' target='_blank'>Visit the website</a> for more info.
Confederates Occupy The Fort	35.38823	-94.43004	History	At the beginnings of the Civil War, amid the firing of cannon and the cheers of the people, a local newspaper reported, Arkansas State Militia raised the Confederate flag and took control of Fort Smith on April 23, 1861. With the Confederate victory in South Carolina at Fort Sumter, the U.S. War Department ordered all southern forts abandoned. Despite pleas of concerned citizens, U.S. troops (later called Union troops) left Fort Smith just an hour before state militia arrived. The transition took place without conflict. While Arkansas militia troops controlled the fort, citizens of Fort Smith and the surrounding region remained deeply divided. Many pro-Unionist kept silent, suppressed their loyalties, or left town. After Union victories at Gettysburg and Vicksburg in July 1863 followed by Confederate defeat west of Fort Smith at Honey Springs, Union forces reclaimed Fort Smith in September 1863.
W.J. Murphy - Eads Brothers Building in 1903	35.38824	-94.42704	History	The first mention of this property is from 1838 when it was part of the brickyard that manufactured bricks to build the second Fort Smith. In 1877 the City Hotel was built here. In 1897, identical buildings were constructed to house the W.J. Murphy Harness and Saddlery Company at 410-12 Garrison. In 1901, Charles and Louis Eads established Eads Brothers Furniture Company in the former Rodgers-Wade building. In 1923, Eads Brothers purchased the Murphy building, removing the walls and combining the buildings. After 95 years in the same location, Eads Brothers relocated not long before the April 21, 1996 tornado hit downtown Fort Smith and Van Buren. The Eads Brothers building survived with minor damage but three days later on April 24, the building exploded into flames soon after the utilities services were reconnected. Three other adjacent businesses were destroyed in the ensuing fire.
W.J. Murphy - Eads Brothers Building in 1903	35.38824	-94.42704	History	<a href='https://www.hmdb.org/m.asp?m=57917' target='_blank'>Visit the website</a> for more info.
Clues from the Past	35.38830	-94.42950	History	The building in front of you is very much as it appeared in the 1890s. First used as a military barracks, it was later converted for use as a courthouse and jail. Over time its appearance changed to accommodate the different needs of the people using it. Between 1851 and 1887, the structure was 1 189 stories with large porches. The second story of the courthouse was added in 1891 for use as a hospital for the prisoners, and the long porches were removed and replaced with shorter ones. Historical accounts note that the second Fort Smith (1838-1871) had three water wells. The only one that has been located is under the circular patch of grass in front of you. Sheltered by the small gazebo visible in the photo, this well supplied water throughout much of the building's history. After 1870, the well was replaced by other water sources such as cisterns and water pumped from the river. Look at the historic photographs and compare them to the building you see today. Notice clues of its former appearance by examining bricked in windows, remnants of porch foundations, changing roof lines, and brick color variations.
Clues from the Past	35.38830	-94.42950	History	<a href='https://www.hmdb.org/m.asp?m=82354' target='_blank'>Visit the website</a> for more info.
The Officer’s Quarters	35.38831	-94.43056	History	<a href='https://www.hmdb.org/m.asp?m=58618' target='_blank'>Visit the website</a> for more info.
The Officers Quarters	35.38831	-94.43056	History	You are now standing on what was once Officer's Row at the second Fort Smith. From 1846 to 1865, two large buildings stood on the western edge of the parade ground and provided housing for officers and their families. Unlike the cramped quarters of the enlisted men's barracks, there was a degree of privacy here. Large front and back porches, yards, and gardens surrounded by picket fences provided further domestic comforts. Fire destroyed both Officer's Quarters in 1865 and 1870. In 2000, the National Park Service placed the concrete pads here to show the approximate locations and floor plans of both buildings. The Cistern Following the Civil War, the U.S. Army constructed a dome-shaped cistern between the two officer's quarters. This underground storage tank is 22 feet deep and holds 55,000 gallons of water. The cistern, enlisted men's barracks and the commissary are the only structures remaining from the second Fort period (1838-1871). Captain Samuel Sturgis, Commander at Fort Smith, 1859-1861, Officer's wives and children shared the trials and tribulations of military life with their husbands and fathers. At Fort Smith, Sturgis' son, Jack was badly burned when two other boys accidentally exploded twelve pounds of gunpowder. Jack carried a facial scar until his death as a lieutenant at the Battle of Little Bighorn in 1876.
Meeting of Nations	35.38843	-94.42982	History	The Fort Smith Council was held in this building in September 1865. To establish relations following the Civil War, delegates of twelve Indian nations met with President Andrew Johnson's representatives. Bitterly divided, Indians had fought for both sides in the war, but the United States now treated them all as defeated enemies. Tribes were told their rights had been forfeited, their slaves must be freed, and their property could be confiscated. The Council ended with little resolved. Not expecting to sign treaties, and concerned that tribal sovereignty was at stake, the Indians simply pledged allegiance to the United States. A year later in Washington, D.C., tribes signed separate treaties with the federal government.
Meeting of Nations	35.38843	-94.42982	History	<a href='https://www.hmdb.org/m.asp?m=59025' target='_blank'>Visit the website</a> for more info.
The Fishback Block in 1872	35.38848	-94.42684	History	In 1870, ground was broken for the three-story Fishback Block on the site of Jeremiah Kannady's blacksmith shop which manufactured Bowie knives for the Confederate Army. The builder, future Gov. William Meade Fishback (1831-1903), named the 7,000 square foot third floor ballroom after his wife, Adelaide Miller Fishback. Adelaide Hall quickly became the scene of grand balls, beautiful dinner parties, wedding receptions, public meetings and firey political gatherings. City Hall was relocated here. In 1885 the building burned to the ground. Fishback's new two-story building in the same style would be named Adelaide Hall in honor of his wife who had died three years earlier. 110 years later, Adelaide Hall was purchased and completely restored by Richard and Jaunice Griffin.
The Fishback Block in 1872	35.38848	-94.42684	History	<a href='https://www.hmdb.org/m.asp?m=57918' target='_blank'>Visit the website</a> for more info.
Vogel & Wallace	35.38856	-94.42690	History	<a href='https://www.hmdb.org/m.asp?m=93246' target='_blank'>Visit the website</a> for more info.
Vogel & Wallace	35.38856	-94.42690	History	In December 1878, Teddy Vogel and Michael C. Wallace bought the old rough hewn log store building and home that had been been [sic] constructed on this lot circa 1845 by Samuel Boothe. They razed the log structure and began building a stout, stone building. The newspaper gave periodic updates of the rock walls going up and giving thanks that the'wretched rookeries' on this corner were being replaced by the'fine rock business house' being erected by those'two young and successful enterprising merchants, Vogel & Wallace.' Business was so good that Vogel & Wallace moved to a new location in the 500 block of Garrison Avenue in 1883. Then 73 Garrison, as it was numbered in those days, was rented by Robert Henry Gannaway, the 2nd of three generations of Gannaway photographers. Postmaster and future District Attorney for the Western District of Arkansas James K. Barnes purchased the building in 1882 and from 1885 to 1887 the Federal Post Office occupied this building while the new Federal Courthouse and Post Office was built on South 6th Street. Gabriel Mone, an Italian immigrant, bought the building and opened a saloon in 1887. His son Joe was convicted of selling liquor to the Indians in 1890. By 1892 Gabriel went back to Ohio. After Joe Mone was released from prison he became a lifelong worker at the Immaculate Conception Church. Will Wirsing had a gun shop here for 1894-1900, but with a few exceptions this building was used as a bar, saloon or liquor store into the 21st century. Fort Smith Weekly New Era. Fort Smith, Arkansas, Wednesday, August 20, 1879. Removal The undersigned have just removed to their new, elegant, fireproof store corner Green Street and Garrison Avenue a few doors below their old stand and we invite our old patrons as well as the rest of mankind to give us a call and see us in our new quarters. We keep only the best of every thing in the family grocery line and try to please everybody by the quality of our goods and low price. Thanking for past favors we respectfully ask a continuance of the same. VOGEL & WALLACE
1908 Reunion of U.S. Marshals	35.38857	-94.42680	History	[Title is text] [Panoramic photo enlargement]
1908 Reunion of U.S. Marshals	35.38857	-94.42680	History	<a href='https://www.hmdb.org/m.asp?m=93244' target='_blank'>Visit the website</a> for more info.
Marble Hall in 1863	35.38861	-94.42753	History	Marble Hall, the oldest building on Garrison Avenue, was built in 1859 by Ethelbert Britton Bright. Judging from the surviving newspapers ads, his mercantile store held the very wonders of the world, steadily supplied by steamboats docking at the foot of Garrison. The son of a missionary to the Osage tribe, Bright became fluent in their language. He came to Fort Smith in 1853 and set forth in business at a lightning pace. By 1857, he ran the Old Red Mill on Tenth Street, had married the niece of Stand Waite and built a mansion on Sixth Street. Marble Hall was used as a hospital during the Civil War. By 1862, Bright had enlisted in the 51st Arkansas Militia Regiment. Bright returned from the war and launched back into business but his obituary notes that he met with reverses and lived quietly until his death in 1890. Marble Hall has housed many businesses including a shooting gallery in 1900. Marble Hall was restored by Phil White in 1977.
Marble Hall in 1863	35.38861	-94.42753	History	<a href='https://www.hmdb.org/m.asp?m=93241' target='_blank'>Visit the website</a> for more info.
Old Federal Building	35.38862	-94.42973	History	<a href='https://www.hmdb.org/m.asp?m=57922' target='_blank'>Visit the website</a> for more info.
Old Federal Building	35.38862	-94.42973	History	The old part of this building was the Barracks of the Fort, 1840-1871 Federal Court and Jail, 1872-1887 presided over by Judge I.C. Parker, 1875-1887. Erected as a public service by The Noon Civics Club
Officers Garden	35.38881	-94.43007	History	The walls were almost hidden by a wealth of vines and foliage, and the enclosed space was as green as nature and care could make it. Beautiful flower beds were kept well tended by the soldiers and added greatly to the beauty of the grounds.' Mary Rutherford Cravens recalling Fort Smith in the 1850s A garden provided many benefits to the soldiers and their families at Fort Smith. Fresh vegetables in the garden behind the officer's quarters provided a healthy addition to their daily diet. Herbs were used as seasoning and medicine. Flowers brightened an otherwise monotonous fort life. Working in the garden was part of the daily routine for officers' wives and children. The garden also served as a pleasant gathering place for friends and family.
Officer’s Garden	35.38881	-94.43007	History	<a href='https://www.hmdb.org/m.asp?m=58615' target='_blank'>Visit the website</a> for more info.
The Flagstaff	35.38882	-94.42941	History	The U.S. Army built the original flagstaff at the second Fort Smith in 1846. As with many western military posts, the flagstaff stood tall so that its flag could be seen for miles. To attain a height of nearly 100 feet, the army joined two poles in the same way that ship masts were built. Historically, shroud lines attached to cross trees supported the area where the poles were joined, while guidelines and an underground wooden structure stabilized the base. When the army closed Fort Smith in 1871, they removed the flagstaff. The Old Fort Militia, a local citizen support group, in cooperation with the National Park Service rebuilt the flagstaff in 1984-85. Its 37-star flag is a replica of the last flag flown here by the army, from 1867-1871.
Reynolds - Davis Wholesale Grocery Company	35.38882	-94.42788	History	This facade is all the remains of the five story building occupied from 1907 to 1955 by Reynolds - Davis Wholesale Grocery Company. The building subsequently served Checker Transfer & Storage Company from 1957 thru 1988 as well as other tenants throughout its long history. A tornado ripped through downtown Fort Smith on the ill fated Sunday night of April 21, 1996. The storm destroyed this and numerous other buildings located along the west end of Garrison Avenue. The facade was preserved as a reminder of the grandeur of this once fine structure. Griffin Properteries of Fort Smith, LLC
Reynolds - Davis Wholesale Grocery Company	35.38882	-94.42788	History	<a href='https://www.hmdb.org/m.asp?m=57919' target='_blank'>Visit the website</a> for more info.
The Flagstaff	35.38882	-94.42941	History	<a href='https://www.hmdb.org/m.asp?m=58432' target='_blank'>Visit the website</a> for more info.
The Womens Jail, 1872-1888	35.38897	-94.42927	History	After the U.S. Army closed Fort Smith in 1871, the guardhouse served the Federal Court for the Western District of Arkansas. It remained in use as a jail, detaining primarily women suspected or convicted of federal crimes until 1888. At that time, the court moved quarters for female prisoners into the courthouse/jail building. Although not as numerous as their male counterparts, female prisoners were no novelty in Fort Smith. They committed the same crimes as men in the Indian Territory, ranging from illegal sale of whiskey to murder. When convicted, they received the same sentences fines, jail time or death by hanging. From 1873 through 1874 the guardhouse also briefly functioned as Death Row by holding the men condemned to die on the gallows.
The Women’s Jail, 1872-1888	35.38897	-94.42927	History	<a href='https://www.hmdb.org/m.asp?m=58128' target='_blank'>Visit the website</a> for more info.
The Guardhouse, 1849-1871	35.38903	-94.42935	History	The guardhouse, constructed in 1849, was a focal point of daily activity at the second Fort Smith. Not only did the men assigned to guard detail operate out of this building, but the officer of the day, who was responsible for the daily business of the post, worked out of an office located here. The guardhouse was also the place of confinement for soldiers under arrest for such offenses as drunkenness, desertion, or fighting. The Guard Mount, or changing of the guard ceremony, occurred here once a day usually about 9:00 a.m. At the time, the old guard detail would be inspected and mustered out, and the new guard detail would be inspected and mustered in. Members of the guard detail served as sentries throughout the fort grounds, at each gate, and watched prisoners in the guardhouse.
The Guardhouse, 1849-1871	35.38903	-94.42935	History	<a href='https://www.hmdb.org/m.asp?m=58132' target='_blank'>Visit the website</a> for more info.
The Bastion That Never Was	35.38904	-94.42987	History	When army engineers originally designed the second Fort Smith in 1838, they planned for it to withstand attack. A key feature in achieving this goal was a stone wall about twelve feet high and from two to three feet thick. This wall surrounded the buildings of the second fort. At the five corners of the wall the army intended to construct bastions, two-story fortified firing positions for cannons. Construction on this bastion began in March of 1839 by 1842 the foundation of the structure was nine feet high and five feet thick. Quartermaster General Thomas Jesup inspected Fort Smith in 1845 and ordered this fortification converted into a commissary depot. General Jesup's intervention led to Fort Smith's continued growth by shifting the mission of the post from defense to supply. With supply as its primary mission, Fort Smith became one of the largest and busiest posts in the southwest prior to the Civil War.
The Bastion That Never Was	35.38904	-94.42987	History	<a href='https://www.hmdb.org/m.asp?m=58434' target='_blank'>Visit the website</a> for more info.
The Parade Grounds	35.38912	-94.42944	History	<a href='https://www.hmdb.org/m.asp?m=58125' target='_blank'>Visit the website</a> for more info.
The Parade Grounds	35.38912	-94.42944	History	For more than thirty years during the mid-1800s, soldiers drilled on the large parade ground before you. Flanked by the officer's quarters to the right and the enlisted men's barracks on the left, the parade ground was the center of life at the fort. A broad gravel driveway around the grounds encompassed an inner circle and this was the parade ground In the center stood a tall flagstaff, from which dizzy height, Old Glory, flung its protecting folds to the breeze. Morning and evening to the salute of a cannon and the strains of martial music, the flag was raised and lowered.-Mary Rutherford Cravens, recalling life at the second Fort Smith. Gate A When U.S. Army engineers designed the second Fort Smith in 1838, they provided strong fortifications in the form of a large stonewall. Although no military threats to the post ever arose, the wall remained in place until 1897. Today, the location of the wall is outlined by the continuous band of stone behind you. The gateway behind you, Gate A, served as the main gate between the post and the town of Fort Smith.
Deputy U.S. Marshal Bass Reeves	35.38918	-94.42893	History	This statue was erected in 2012 as a result of growing awareness of the extraordinary service of Bass Reeves, an African-American former slave who became a highly respected Deputy U.S. Marshal. The deeds of African-American and Native American lawmen and citizens were often overlooked in standard history accounts for much of the 20th century. A fuller picture of the diversity of the people who contributed to the development of the United States is available at the Fort Smith National Historic Site as well as the various state and tribal sites and museums across the Arkansas River in the former Indian Territory, now the state of Oklahoma.
Deputy U.S. Marshal Bass Reeves	35.38918	-94.42893	History	<a href='https://www.hmdb.org/m.asp?m=58047' target='_blank'>Visit the website</a> for more info.
Bass Reeves - Lawman on the Western Frontier	35.38935	-94.42876	History	Bass Reeves, a slave born in Arkansas and reared in Texas, rose to become one of the best known and effective deputy U.S. marshals to ride out of Fort Smith for Judge Isaac C. Parker. Recognized as one of the first African Americans commissioned as a federal lawman on the western frontier, Reeves was a master of disguise, expert with firearms, and over a thirty year career, arrested thousands of felons, including his son and minister. Newspapers reported that he killed over twenty men in the line of duty. After leaving Fort Smith, Reeves served the federal courts of Paris, Texas and Muskogee in the Indian Territory. Following Oklahoma statehood in 1907, he worked for the Muskogee Police Department until 1909. Reeves died in 1910 at the age of 71 in Muskogee. This statue is a dedication to Bass Reeves and all federal lawmen who bravely served our nation with valor, fortitude, and unwavering integrity. Art T. Burton/Michael Groomer
Bass Reeves - Lawman on the Western Frontier	35.38935	-94.42876	History	<a href='https://www.hmdb.org/m.asp?m=58046' target='_blank'>Visit the website</a> for more info.
Old Commissary	35.38941	-94.43013	History	This building, on the N.W. bastion of the wall, was the commissary of the fort. Built in 1839, used until 1871 when the fort was abandoned as a military post. From 1861-65 it served as a hospital, guard house, and refuge, now a museum. Erected as a public service by The Noon Civics Club
Old Commissary	35.38941	-94.43013	History	<a href='https://www.hmdb.org/m.asp?m=57921' target='_blank'>Visit the website</a> for more info.
A Building Worth Saving	35.38956	-94.42976	History	<a href='https://www.hmdb.org/m.asp?m=156898' target='_blank'>Visit the website</a> for more info.
Frisco Train Depot	35.38957	-94.42974	History	<a href='https://www.hmdb.org/m.asp?m=156899' target='_blank'>Visit the website</a> for more info.
North 2nd Street in 1860	35.38981	-94.42867	History	<a href='https://www.hmdb.org/m.asp?m=236830' target='_blank'>Visit the website</a> for more info.
Desperate For Survival	35.39026	-94.43180	History	<a href='https://www.hmdb.org/m.asp?m=156902' target='_blank'>Visit the website</a> for more info.
Miss Lauras	35.39203	-94.42907	History	<a href='https://www.hmdb.org/m.asp?m=57923' target='_blank'>Visit the website</a> for more info.
Miss Lauras	35.39203	-94.42907	History	This property has been placed on the National Register of Historic Places by the United States Department of the Interior Arkansas Historic Preservation Program Department of Arkansas Heritage
The House That Began as a Secret	35.39215	-94.41877	History	<a href='https://www.hmdb.org/m.asp?m=282489' target='_blank'>Visit the website</a> for more info.
Pope County	35.40213	-93.11438	History	<a href='https://www.hmdb.org/m.asp?m=170741' target='_blank'>Visit the website</a> for more info.
Titan II Launch Complex 374-7	35.41406	-92.39725	Interest	The site of the most highly publicized disaster in the history of the Titan II missile program when its missile exploded within the launch duct on September 19, 1980.
Spirit of the American Doughboy	35.42326	-94.37566	History	Dedicated to the memory of our comrades who entered the service of their country from Fort Smith, Arkansas and who gave their lives in the World War.
Spirit of the American Doughboy	35.42326	-94.37566	History	<a href='https://www.hmdb.org/m.asp?m=5544' target='_blank'>Visit the website</a> for more info.
Dr. Charles Fox Brown House	35.43252	-94.35137	History	<a href='https://www.hmdb.org/m.asp?m=236856' target='_blank'>Visit the website</a> for more info.
Albert Pike School House	35.43393	-94.35588	History	<a href='https://www.hmdb.org/m.asp?m=96857' target='_blank'>Visit the website</a> for more info.
Albert Pike School House	35.43393	-94.35588	History	In this small log building Albert Pike noted lawyer, poet and mason taught school in 1832. He later went to Little Rock to become editor of the Advocate.
Crawford County War Memorial	35.43395	-94.35501	History	<a href='https://www.hmdb.org/m.asp?m=96859' target='_blank'>Visit the website</a> for more info.
Crawford County War Memorial	35.43395	-94.35501	History	On this lawn was erected our first Courthouse in 1841 and has been the scene for many events during the wars in which Crawford County boys fought. Mexican War, 1846. War Between the States, 1861-1865. Spanish American War, 1898. World War, 1917-18. And women who did their part in these wars. Erected 1937 by Arkansas Division United Daughters of the Confederacy. In honor of Miss Clara B. Eno who has done so much to preserve Arkansas history.
Crawford County Confederate Memorial	35.43418	-94.35570	History	<a href='https://www.hmdb.org/m.asp?m=236850' target='_blank'>Visit the website</a> for more info.
The Butterfield Stage Route	35.43419	-94.35589	History	<a href='https://www.hmdb.org/m.asp?m=96457' target='_blank'>Visit the website</a> for more info.
The Butterfield Stage Route	35.43419	-94.35589	History	The Butterfield stage route between Saint Louis and San Francisco passed through the main street of Van Buren, Arkansas and crossed the river at this point.
Courthouse	35.43425	-94.35539	History	<a href='https://www.hmdb.org/m.asp?m=96864' target='_blank'>Visit the website</a> for more info.
Courthouse	35.43425	-94.35539	History	The companies of soldiers that came out of Van Buren were formed at this historic landmark. It is also the site where some infantry and Calvary units camped and drilled. There were nine different companies that were formed in Crawford County. Relatives of the men who fought in the war have handed down most of the records containing the names of the soldiers. Some of the first companies formed were the Crawford Artillery, Crawford Guards, Captain Carroll's Calvary Company and Captain Parker's Calvary. The Frontier Guards from Van Buren took a steamboat to unite with the soldiers in the taking of Fort Smith. The Civil War Comes Home
History of Hebe Statue	35.43430	-94.35541	History	Hebe, Greek goddess of youth and happiness was placed in her fountain on the Crawford County Courthouse lawn in 1908 by the Women's Village Improvement Society. Repairs were made to both Hebe and fountain in memory of Robert Benham who served as county assessor from 1961-1972. The original Hebe was constructed of pot metal then painted gold. Numerous repairs to Hebe and the fountain were made over the first century she reigned on the courthouse lawn. Hebe was beyond repair and the fountain crumbling and inoperable. Women's League of Van Buren, an affiliate of the General Federation of Women's Clubs, spearheaded a campaign to raise funds to restore Hebe and the fountain. Bronze casting of Hebe is compliments of Women's League. Donations from our great community raised funds to rebuild the fountain and establish new landscaping. The original pot metal Hebe will eventually reside in the Crawford County Museum. The steel cap surrounding top of fountain was repaired and is in use today. Dedication of restoration project was held October 12, 2003.
History of Hebe Statue	35.43430	-94.35541	History	<a href='https://www.hmdb.org/m.asp?m=97670' target='_blank'>Visit the website</a> for more info.
First Three U.S. Deaths in WWI	35.43440	-94.35559	History	In memory of Merle D. Hay Thomas Enwright James B. Gresham They were the first members of the Expeditionary Army of the United States in France to die that we might live stricken on the field of glory, November 3, 1917. Dulse et decorium est pro patria mori. Originally erected by Sam Chew, November 1917. (Translation of Latin phrase:'It is sweet and glorious to die for one's country.'
First Three U.S. Deaths in WWI	35.43440	-94.35559	History	<a href='https://www.hmdb.org/m.asp?m=96633' target='_blank'>Visit the website</a> for more info.
Crawford County Vietnam Memorial	35.43443	-94.35554	History	<a href='https://www.hmdb.org/m.asp?m=100703' target='_blank'>Visit the website</a> for more info.
Crawford County Vietnam Memorial	35.43443	-94.35554	History	Remember those who served and those who died Killed in Action Maj. Walter Hugh Moon Capt. Jimmy Cartwright LCpl. Roger Dale Cecil LCpl. Billy Dale Livingston SSgt. Samuel Ray Nixon PFC. Jewel Lee Rainwater GMG1 Arthur C. Williams Jr. Capt. William Dale Nixon PFC. William Haskell Smock Capt. Alexander Johnson Jr. PFC. Boyce Dale Burgett 1Lt. William Robert Wilson PFC. John Charles Guire SP/4 James David Housely Sgt. Jimmy Don Smith EN2 Henry Vernon Closser SPC4 Richard Bert Bruce
Van Buren Raid	35.43571	-94.35956	History	<a href='https://www.hmdb.org/m.asp?m=119954' target='_blank'>Visit the website</a> for more info.
Web of Enterprise	35.43576	-94.35974	History	<a href='https://www.hmdb.org/m.asp?m=120426' target='_blank'>Visit the website</a> for more info.
Overlooking His Domain	35.43578	-94.35979	History	<a href='https://www.hmdb.org/m.asp?m=120427' target='_blank'>Visit the website</a> for more info.
Gone but not forgotten	35.43596	-94.35969	History	<a href='https://www.hmdb.org/m.asp?m=120515' target='_blank'>Visit the website</a> for more info.
Van Buren Raid	35.43613	-94.35831	History	After the Dec. 7, 1862, Battle of Prairie Grove, the Union Frontier Division set out to strike Confederate forces on the Arkansas River. On Dec. 27, 8,000 Union troops headed south through the Boston Mountains. They hit Van Buren on Dec. 28 and opened fire with their cannon, some of which may have been placed at the Drennen-Scott House. Confederate guns responded from Fort Smith, and the artillery dueled until sunset. The Confederates abandoned Fort Smith that night. The Federals burned boats and supplies and headed north, joined by former slaves.
CSI: Van Buren	35.43616	-94.35939	History	<a href='https://www.hmdb.org/m.asp?m=120491' target='_blank'>Visit the website</a> for more info.
Veterans Memorial Plaza	35.43677	-94.35148	History	<a href='https://www.hmdb.org/m.asp?m=244110' target='_blank'>Visit the website</a> for more info.
GFWC Womens League Veterans Memorial	35.43691	-94.35096	History	<a href='https://www.hmdb.org/m.asp?m=244105' target='_blank'>Visit the website</a> for more info.
The Frisco Depot	35.43695	-94.35191	History	<a href='https://www.hmdb.org/m.asp?m=243970' target='_blank'>Visit the website</a> for more info.
The Stars of Freedom &#9733; &#9734; &#9733;	35.43695	-94.35097	History	<a href='https://www.hmdb.org/m.asp?m=244103' target='_blank'>Visit the website</a> for more info.
The Heart of Van Buren	35.43696	-94.35218	History	<a href='https://www.hmdb.org/m.asp?m=243972' target='_blank'>Visit the website</a> for more info.
Four Freedoms	35.43710	-94.35116	History	<a href='https://www.hmdb.org/m.asp?m=244099' target='_blank'>Visit the website</a> for more info.
Camp Jesse Turner	35.43719	-94.35077	History	<a href='https://www.hmdb.org/m.asp?m=244063' target='_blank'>Visit the website</a> for more info.
The Civil War Comes to Van Buren	35.43726	-94.35242	History	<a href='https://www.hmdb.org/m.asp?m=243979' target='_blank'>Visit the website</a> for more info.
The War Comes Home	35.43728	-94.35239	History	<a href='https://www.hmdb.org/m.asp?m=243975' target='_blank'>Visit the website</a> for more info.
Fairview Cemetery	35.44141	-94.35059	History	<a href='https://www.hmdb.org/m.asp?m=96617' target='_blank'>Visit the website</a> for more info.
Fairview Cemetery	35.44141	-94.35059	History	The Battle of Prairie Grove was a grim moment for the Confederate Army. This conflict severed all chances for the South to use Northwest Arkansas as a route to invade Missouri. The shattered and defeated soldiers retreated from Prairie Grove to Van Buren. Fairview Cemetery was a witness to wagons and ambulances making their way down the hill as the Confederate Army desperately ran from the Union Soldiers. It was at this same site that cannons were lined up to shell the community of Van Buren. Over 400 unknown Confederate Soldiers are buried in Fairview Cemetery including some who fought and died in this battle. A marble memorial to the brave soldiers who gave their lives in The War Between the States is located in the northeast corner of the cemetery. The Civil War Comes Home
Fairview Cemetery Confederate Memorial	35.44142	-94.35028	History	<a href='https://www.hmdb.org/m.asp?m=96632' target='_blank'>Visit the website</a> for more info.
Fairview Cemetery Confederate Memorial	35.44142	-94.35028	History	Erected in memory of our Confederate soldiers from Ark., Tex., La., Mo., and Indian territory, who lost their lives in the Battles of Oak Hill, Elk Horn, and Prairie Grove.
OKane-Jacobs House	35.44289	-93.76157	History	<a href='https://www.hmdb.org/m.asp?m=236894' target='_blank'>Visit the website</a> for more info.
Log Town Hill	35.44348	-94.35403	History	The residents of Log Town were witness to the retreat of the Rebel army through Van Buren and onward through their settlement. High on Log Town Hill the community watched as masses of Southern soldiers crowded the hill trying desperately to reach the riverboats. The commander of this Union Army raid, General Blount, set up camp in a field on Log Town Hill. The Civil War Comes Home
Log Town Hill	35.44348	-94.35403	History	<a href='https://www.hmdb.org/m.asp?m=96614' target='_blank'>Visit the website</a> for more info.
German-American Bank	35.44606	-93.76221	History	<a href='https://www.hmdb.org/m.asp?m=236891' target='_blank'>Visit the website</a> for more info.
Clarksville Confederate Monument	35.46641	-93.47607	History	<a href='https://www.hmdb.org/m.asp?m=225422' target='_blank'>Visit the website</a> for more info.
Bridal Veil Falls	35.46944	-92.03833	Waterfalls	
Clarksville in the Civil War	35.47092	-93.46510	History	Clarksville was a key point in the defense of the Arkansas River Valley during the Civil War. Confederate troops occupied the town several times before Union forces took Little Rock and Ft. Smith, gaining control of the valley. Lt. Col. G.M. Waugh and men of the 2nd Arkansas Infantry (U.S.) used Clarksville as a base in early 1864 to fight guerrilla bands and Confederates cutting telegraph lines in the area. When Gen. J.O. Shelby's Confederates crossed the river in May 1864, Waugh left, torching much of Clarksville, including the Methodist church.
Depredations	35.47093	-93.46513	History	On Feb. 20 1865, Union Jayhawkers raided the home of Lutetia Howell and Susan Willis in Johnson County's Pittsburg community. They held the women's legs in a bed of hot coals in an attempt to force them to tell if they had hidden money, then burned thehouse to the ground. Mrs. Howell was burned so badly that her leg had to be amputated. Other women in the area were also tortured and other houses burned. Union officials arrested deserters and soldiers from Kansas and Arkansas accused of taking part in the crimes, though none apparently were punished.
Lone Pine School Bell	35.47103	-93.46504	History	<a href='https://www.hmdb.org/m.asp?m=225423' target='_blank'>Visit the website</a> for more info.
Clarksville in the Civil War / Depredations	35.47105	-93.46513	History	<a href='https://www.hmdb.org/m.asp?m=96447' target='_blank'>Visit the website</a> for more info.
Clarksville in the Civil War / Depredations	35.47105	-93.46513	History	Side 1 Clarksville in the Civil War Clarksville was a key point in the defense of the Arkansas River Valley during the Civil War. Confederate troops occupied the town several times before Union forces took Little Rock and Ft. Smith, gaining control of the valley. Lt. Col. G.M. Waugh and men of the 2nd Arkansas Infantry (U.S.) used Clarksville as a base in early 1864 to fight guerrilla bands and Confederates cutting telegraph lines in the area. When Gen. J.O. Shelby's Confederates crossed the river in May 1864, Waugh left, torching much of Clarksville, including the Methodist church. Side 2 Depredations On Feb. 20 1865, Union Jayhawkers raided the home of Lutetia Howell and Susan Willis in Johnson County's Pittsburg community. They held the women's legs in a bed of hot coals in an attempt to force them to tell if they had hidden money, then burned the house to the ground. Mrs. Howell was burned so badly that her leg had to be amputated. Other women in the area were also tortured and other houses burned. Union officials arrested deserters and soldiers from Kansas and Arkansas accused of taking part in the crimes, though none apparently were punished.
Johnson County First Anthracite Coal	35.47107	-93.46505	History	<a href='https://www.hmdb.org/m.asp?m=96638' target='_blank'>Visit the website</a> for more info.
Johnson County First Anthracite Coal	35.47107	-93.46505	History	The first anthracite coal was mined near here on the land of E.B. Alston by a Mr. Walker in 1840. Sample of coal were taken to Little Rock and examined by William E. Woodruff, who pronounced it superior to that found in Pennsylvania. Mr. Walker went east to get men who were skilled in mining. In 1841, $150,000 worth of coal was ready for shipment by boat.
Missouri-Pacific Depot - Clarksville	35.47171	-93.46883	History	<a href='https://www.hmdb.org/m.asp?m=225360' target='_blank'>Visit the website</a> for more info.
